nncp compress: input bytes=2804201 model dim=256 depth=4 heads=8
num_params_M: 3.483136
nncp compress: bytes=2804201 ctx=1024 slide=768 train_every=256 train_batch=8 train_seq=256
/home/andrew/Developer/a-compressed-world/.venv/lib/python3.12/site-packages/torch/autograd/graph.py:869: UserWarning: Memory Efficient attention defaults to a non-deterministic algorithm. To explicitly enable determinism call torch.use_deterministic_algorithms(True, warn_only=False). (Triggered internally at /pytorch/aten/src/ATen/native/transformers/cuda/attention_backward.cu:900.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
step 29696 bytes 29696 bits 178287 bpb 6.0037 window_bpb 5.3193 elapsed 40.7s
step 30720 bytes 30720 bits 183753 bpb 5.9815 window_bpb 5.3379 elapsed 42.1s
step 31744 bytes 31744 bits 189387 bpb 5.9661 window_bpb 5.5020 elapsed 43.5s
step 32768 bytes 32768 bits 194876 bpb 5.9471 window_bpb 5.3604 elapsed 44.9s
step 33792 bytes 33792 bits 200390 bpb 5.9301 window_bpb 5.3848 elapsed 46.3s
step 34816 bytes 34816 bits 205855 bpb 5.9127 window_bpb 5.3369 elapsed 47.7s
step 35840 bytes 35840 bits 211266 bpb 5.8947 window_bpb 5.2842 elapsed 49.1s
step 36864 bytes 36864 bits 216601 bpb 5.8757 window_bpb 5.2100 elapsed 50.5s
step 37888 bytes 37888 bits 221973 bpb 5.8587 window_bpb 5.2461 elapsed 51.9s
step 38912 bytes 38912 bits 227519 bpb 5.8470 window_bpb 5.4160 elapsed 53.3s
step 39936 bytes 39936 bits 233098 bpb 5.8368 window_bpb 5.4482 elapsed 54.7s
step 40960 bytes 40960 bits 238804 bpb 5.8302 window_bpb 5.5723 elapsed 56.1s
step 41984 bytes 41984 bits 244357 bpb 5.8202 window_bpb 5.4229 elapsed 57.5s
step 43008 bytes 43008 bits 249848 bpb 5.8093 window_bpb 5.3623 elapsed 58.9s
step 44032 bytes 44032 bits 255213 bpb 5.7961 window_bpb 5.2393 elapsed 60.3s
step 45056 bytes 45056 bits 260680 bpb 5.7857 window_bpb 5.3389 elapsed 61.7s
step 46080 bytes 46080 bits 265867 bpb 5.7697 window_bpb 5.0654 elapsed 63.1s
step 47104 bytes 47104 bits 271263 bpb 5.7588 window_bpb 5.2695 elapsed 64.5s
step 48128 bytes 48128 bits 276768 bpb 5.7507 window_bpb 5.3760 elapsed 65.9s
step 49152 bytes 49152 bits 282120 bpb 5.7397 window_bpb 5.2266 elapsed 67.3s
step 50176 bytes 50176 bits 287492 bpb 5.7297 window_bpb 5.2461 elapsed 68.7s
step 51200 bytes 51200 bits 292793 bpb 5.7186 window_bpb 5.1768 elapsed 70.1s
step 52224 bytes 52224 bits 298224 bpb 5.7105 window_bpb 5.3037 elapsed 71.5s
step 53248 bytes 53248 bits 303524 bpb 5.7002 window_bpb 5.1758 elapsed 72.9s
step 54272 bytes 54272 bits 308809 bpb 5.6900 window_bpb 5.1611 elapsed 74.3s
step 55296 bytes 55296 bits 314260 bpb 5.6832 window_bpb 5.3232 elapsed 75.7s
step 56320 bytes 56320 bits 319868 bpb 5.6795 window_bpb 5.4766 elapsed 77.1s
step 57344 bytes 57344 bits 325322 bpb 5.6732 window_bpb 5.3262 elapsed 78.5s
step 58368 bytes 58368 bits 330647 bpb 5.6649 window_bpb 5.2002 elapsed 79.9s
step 59392 bytes 59392 bits 336010 bpb 5.6575 window_bpb 5.2373 elapsed 81.3s
step 60416 bytes 60416 bits 341661 bpb 5.6551 window_bpb 5.5186 elapsed 82.7s
step 61440 bytes 61440 bits 346989 bpb 5.6476 window_bpb 5.2031 elapsed 84.1s
step 62464 bytes 62464 bits 352375 bpb 5.6412 window_bpb 5.2598 elapsed 85.5s
step 63488 bytes 63488 bits 357935 bpb 5.6378 window_bpb 5.4297 elapsed 86.9s
step 64512 bytes 64512 bits 363081 bpb 5.6281 window_bpb 5.0254 elapsed 88.3s
step 65536 bytes 65536 bits 368416 bpb 5.6216 window_bpb 5.2100 elapsed 89.7s
step 66560 bytes 66560 bits 373895 bpb 5.6174 window_bpb 5.3506 elapsed 91.1s
step 67584 bytes 67584 bits 379332 bpb 5.6127 window_bpb 5.3096 elapsed 92.5s
step 68608 bytes 68608 bits 384902 bpb 5.6102 window_bpb 5.4395 elapsed 93.9s
step 69632 bytes 69632 bits 390353 bpb 5.6059 window_bpb 5.3232 elapsed 95.3s
step 70656 bytes 70656 bits 395925 bpb 5.6036 window_bpb 5.4414 elapsed 96.6s
step 71680 bytes 71680 bits 401254 bpb 5.5979 window_bpb 5.2041 elapsed 98.0s
step 72704 bytes 72704 bits 406604 bpb 5.5926 window_bpb 5.2246 elapsed 99.4s
step 73728 bytes 73728 bits 411885 bpb 5.5865 window_bpb 5.1572 elapsed 100.8s
step 74752 bytes 74752 bits 417139 bpb 5.5803 window_bpb 5.1309 elapsed 102.2s
step 75776 bytes 75776 bits 422598 bpb 5.5769 window_bpb 5.3311 elapsed 103.5s
step 76800 bytes 76800 bits 428128 bpb 5.5746 window_bpb 5.4004 elapsed 104.9s
step 77824 bytes 77824 bits 435148 bpb 5.5914 window_bpb 6.8555 elapsed 106.3s
step 78848 bytes 78848 bits 441367 bpb 5.5977 window_bpb 6.0732 elapsed 107.7s
step 79872 bytes 79872 bits 447417 bpb 5.6017 window_bpb 5.9082 elapsed 109.0s
step 80896 bytes 80896 bits 453464 bpb 5.6055 window_bpb 5.9053 elapsed 110.4s
step 81920 bytes 81920 bits 459450 bpb 5.6085 window_bpb 5.8457 elapsed 111.8s
step 82944 bytes 82944 bits 465376 bpb 5.6107 window_bpb 5.7871 elapsed 113.2s
step 83968 bytes 83968 bits 471406 bpb 5.6141 window_bpb 5.8887 elapsed 114.5s
step 84992 bytes 84992 bits 477310 bpb 5.6159 window_bpb 5.7656 elapsed 115.9s
step 86016 bytes 86016 bits 483084 bpb 5.6162 window_bpb 5.6387 elapsed 117.3s
step 87040 bytes 87040 bits 489153 bpb 5.6199 window_bpb 5.9268 elapsed 118.7s
step 88064 bytes 88064 bits 495094 bpb 5.6220 window_bpb 5.8018 elapsed 120.1s
step 89088 bytes 89088 bits 501078 bpb 5.6245 window_bpb 5.8438 elapsed 121.4s
step 90112 bytes 90112 bits 508925 bpb 5.6477 window_bpb 7.6631 elapsed 122.8s
step 91136 bytes 91136 bits 516711 bpb 5.6697 window_bpb 7.6035 elapsed 124.2s
step 92160 bytes 92160 bits 524305 bpb 5.6891 window_bpb 7.4160 elapsed 125.6s
step 93184 bytes 93184 bits 531570 bpb 5.7045 window_bpb 7.0947 elapsed 127.0s
step 94208 bytes 94208 bits 536616 bpb 5.6961 window_bpb 4.9277 elapsed 128.3s
step 95232 bytes 95232 bits 542884 bpb 5.7006 window_bpb 6.1211 elapsed 129.7s
step 96256 bytes 96256 bits 549262 bpb 5.7063 window_bpb 6.2285 elapsed 131.1s
step 97280 bytes 97280 bits 555597 bpb 5.7113 window_bpb 6.1865 elapsed 132.5s
step 98304 bytes 98304 bits 561626 bpb 5.7132 window_bpb 5.8877 elapsed 133.9s
step 99328 bytes 99328 bits 567923 bpb 5.7177 window_bpb 6.1494 elapsed 135.2s
step 100352 bytes 100352 bits 574109 bpb 5.7210 window_bpb 6.0410 elapsed 136.6s
step 101376 bytes 101376 bits 580203 bpb 5.7233 window_bpb 5.9512 elapsed 138.0s
step 102400 bytes 102400 bits 586243 bpb 5.7250 window_bpb 5.8984 elapsed 139.4s
step 103424 bytes 103424 bits 592466 bpb 5.7285 window_bpb 6.0771 elapsed 140.8s
step 104448 bytes 104448 bits 598551 bpb 5.7306 window_bpb 5.9424 elapsed 142.1s
step 105472 bytes 105472 bits 604921 bpb 5.7354 window_bpb 6.2207 elapsed 143.5s
step 106496 bytes 106496 bits 611047 bpb 5.7377 window_bpb 5.9824 elapsed 144.9s
step 107520 bytes 107520 bits 617238 bpb 5.7407 window_bpb 6.0459 elapsed 146.3s
step 108544 bytes 108544 bits 622919 bpb 5.7389 window_bpb 5.5479 elapsed 147.7s
step 109568 bytes 109568 bits 628813 bpb 5.7390 window_bpb 5.7559 elapsed 149.0s
step 110592 bytes 110592 bits 634522 bpb 5.7375 window_bpb 5.5752 elapsed 150.4s
step 111616 bytes 111616 bits 639999 bpb 5.7339 window_bpb 5.3486 elapsed 151.8s
step 112640 bytes 112640 bits 645991 bpb 5.7350 window_bpb 5.8516 elapsed 153.2s
step 113664 bytes 113664 bits 651923 bpb 5.7355 window_bpb 5.7930 elapsed 154.6s
step 114688 bytes 114688 bits 657661 bpb 5.7343 window_bpb 5.6035 elapsed 156.0s
step 115712 bytes 115712 bits 663261 bpb 5.7320 window_bpb 5.4688 elapsed 157.3s
step 116736 bytes 116736 bits 668823 bpb 5.7294 window_bpb 5.4316 elapsed 158.7s
step 117760 bytes 117760 bits 674413 bpb 5.7270 window_bpb 5.4590 elapsed 160.1s
step 118784 bytes 118784 bits 679929 bpb 5.7241 window_bpb 5.3867 elapsed 161.5s
step 119808 bytes 119808 bits 685479 bpb 5.7215 window_bpb 5.4199 elapsed 162.9s
step 120832 bytes 120832 bits 691089 bpb 5.7194 window_bpb 5.4785 elapsed 164.2s
step 121856 bytes 121856 bits 696785 bpb 5.7181 window_bpb 5.5625 elapsed 165.6s
step 122880 bytes 122880 bits 702340 bpb 5.7157 window_bpb 5.4248 elapsed 167.0s
step 123904 bytes 123904 bits 707964 bpb 5.7138 window_bpb 5.4922 elapsed 168.4s
step 124928 bytes 124928 bits 713601 bpb 5.7121 window_bpb 5.5049 elapsed 169.7s
step 125952 bytes 125952 bits 719191 bpb 5.7100 window_bpb 5.4590 elapsed 171.1s
step 126976 bytes 126976 bits 724739 bpb 5.7077 window_bpb 5.4180 elapsed 172.5s
step 128000 bytes 128000 bits 730629 bpb 5.7080 window_bpb 5.7520 elapsed 173.9s
step 129024 bytes 129024 bits 736230 bpb 5.7061 window_bpb 5.4697 elapsed 175.3s
step 130048 bytes 130048 bits 742351 bpb 5.7083 window_bpb 5.9775 elapsed 176.6s
step 131072 bytes 131072 bits 748156 bpb 5.7080 window_bpb 5.6689 elapsed 178.0s
step 132096 bytes 132096 bits 753771 bpb 5.7062 window_bpb 5.4834 elapsed 179.4s
step 133120 bytes 133120 bits 759364 bpb 5.7044 window_bpb 5.4619 elapsed 180.8s
step 134144 bytes 134144 bits 764961 bpb 5.7025 window_bpb 5.4658 elapsed 182.2s
step 135168 bytes 135168 bits 770624 bpb 5.7012 window_bpb 5.5303 elapsed 183.5s
step 136192 bytes 136192 bits 776247 bpb 5.6997 window_bpb 5.4912 elapsed 184.9s
step 137216 bytes 137216 bits 781654 bpb 5.6965 window_bpb 5.2803 elapsed 186.3s
step 138240 bytes 138240 bits 787072 bpb 5.6935 window_bpb 5.2910 elapsed 187.7s
step 139264 bytes 139264 bits 792459 bpb 5.6903 window_bpb 5.2607 elapsed 189.1s
step 140288 bytes 140288 bits 798024 bpb 5.6885 window_bpb 5.4346 elapsed 190.4s
step 141312 bytes 141312 bits 803535 bpb 5.6862 window_bpb 5.3818 elapsed 191.8s
step 142336 bytes 142336 bits 808949 bpb 5.6834 window_bpb 5.2871 elapsed 193.2s
step 143360 bytes 143360 bits 814306 bpb 5.6801 window_bpb 5.2314 elapsed 194.6s
step 144384 bytes 144384 bits 819937 bpb 5.6789 window_bpb 5.4990 elapsed 195.9s
step 145408 bytes 145408 bits 825566 bpb 5.6776 window_bpb 5.4971 elapsed 197.3s
step 146432 bytes 146432 bits 831245 bpb 5.6767 window_bpb 5.5459 elapsed 198.7s
step 147456 bytes 147456 bits 836860 bpb 5.6753 window_bpb 5.4834 elapsed 200.1s
step 148480 bytes 148480 bits 842550 bpb 5.6745 window_bpb 5.5566 elapsed 201.5s
step 149504 bytes 149504 bits 848228 bpb 5.6736 window_bpb 5.5449 elapsed 202.8s
step 150528 bytes 150528 bits 854245 bpb 5.6750 window_bpb 5.8760 elapsed 204.2s
step 151552 bytes 151552 bits 859857 bpb 5.6737 window_bpb 5.4805 elapsed 205.6s
step 152576 bytes 152576 bits 865451 bpb 5.6723 window_bpb 5.4629 elapsed 207.0s
step 153600 bytes 153600 bits 871084 bpb 5.6711 window_bpb 5.5010 elapsed 208.4s
step 154624 bytes 154624 bits 876610 bpb 5.6693 window_bpb 5.3965 elapsed 209.7s
step 155648 bytes 155648 bits 882179 bpb 5.6678 window_bpb 5.4385 elapsed 211.1s
step 156672 bytes 156672 bits 887685 bpb 5.6659 window_bpb 5.3770 elapsed 212.5s
step 157696 bytes 157696 bits 893396 bpb 5.6653 window_bpb 5.5771 elapsed 213.9s
step 158720 bytes 158720 bits 899180 bpb 5.6652 window_bpb 5.6484 elapsed 215.2s
step 159744 bytes 159744 bits 904902 bpb 5.6647 window_bpb 5.5879 elapsed 216.6s
step 160768 bytes 160768 bits 910579 bpb 5.6639 window_bpb 5.5439 elapsed 218.0s
step 161792 bytes 161792 bits 916107 bpb 5.6623 window_bpb 5.3984 elapsed 219.4s
step 162816 bytes 162816 bits 921735 bpb 5.6612 window_bpb 5.4961 elapsed 220.7s
step 163840 bytes 163840 bits 927150 bpb 5.6589 window_bpb 5.2881 elapsed 222.1s
step 164864 bytes 164864 bits 932901 bpb 5.6586 window_bpb 5.6162 elapsed 223.5s
step 165888 bytes 165888 bits 938532 bpb 5.6576 window_bpb 5.4990 elapsed 224.9s
step 166912 bytes 166912 bits 944084 bpb 5.6562 window_bpb 5.4219 elapsed 226.2s
step 167936 bytes 167936 bits 949805 bpb 5.6558 window_bpb 5.5869 elapsed 227.6s
step 168960 bytes 168960 bits 955598 bpb 5.6558 window_bpb 5.6572 elapsed 229.0s
step 169984 bytes 169984 bits 961314 bpb 5.6553 window_bpb 5.5820 elapsed 230.4s
step 171008 bytes 171008 bits 967160 bpb 5.6556 window_bpb 5.7090 elapsed 231.7s
step 172032 bytes 172032 bits 974236 bpb 5.6631 window_bpb 6.9102 elapsed 233.1s
step 173056 bytes 173056 bits 981670 bpb 5.6726 window_bpb 7.2598 elapsed 234.5s
step 174080 bytes 174080 bits 989286 bpb 5.6829 window_bpb 7.4375 elapsed 235.9s
step 175104 bytes 175104 bits 997052 bpb 5.6941 window_bpb 7.5840 elapsed 237.2s
step 176128 bytes 176128 bits 1004349 bpb 5.7024 window_bpb 7.1260 elapsed 238.6s
step 177152 bytes 177152 bits 1010500 bpb 5.7041 window_bpb 6.0068 elapsed 240.0s
step 178176 bytes 178176 bits 1016591 bpb 5.7055 window_bpb 5.9482 elapsed 241.3s
step 179200 bytes 179200 bits 1022369 bpb 5.7052 window_bpb 5.6426 elapsed 242.7s
step 180224 bytes 180224 bits 1028394 bpb 5.7062 window_bpb 5.8838 elapsed 244.1s
step 181248 bytes 181248 bits 1034359 bpb 5.7069 window_bpb 5.8252 elapsed 245.5s
step 182272 bytes 182272 bits 1040063 bpb 5.7061 window_bpb 5.5703 elapsed 246.9s
step 183296 bytes 183296 bits 1045723 bpb 5.7051 window_bpb 5.5273 elapsed 248.2s
step 184320 bytes 184320 bits 1051503 bpb 5.7048 window_bpb 5.6445 elapsed 249.6s
step 185344 bytes 185344 bits 1057265 bpb 5.7043 window_bpb 5.6270 elapsed 251.0s
step 186368 bytes 186368 bits 1062618 bpb 5.7017 window_bpb 5.2275 elapsed 252.4s
step 187392 bytes 187392 bits 1067941 bpb 5.6990 window_bpb 5.1982 elapsed 253.7s
step 188416 bytes 188416 bits 1073296 bpb 5.6964 window_bpb 5.2295 elapsed 255.1s
step 189440 bytes 189440 bits 1078620 bpb 5.6937 window_bpb 5.1992 elapsed 256.5s
step 190464 bytes 190464 bits 1084032 bpb 5.6915 window_bpb 5.2852 elapsed 257.9s
step 191488 bytes 191488 bits 1090569 bpb 5.6952 window_bpb 6.3838 elapsed 259.2s
step 192512 bytes 192512 bits 1096859 bpb 5.6976 window_bpb 6.1426 elapsed 260.6s
step 193536 bytes 193536 bits 1103069 bpb 5.6996 window_bpb 6.0645 elapsed 262.0s
step 194560 bytes 194560 bits 1109230 bpb 5.7012 window_bpb 6.0166 elapsed 263.4s
step 195584 bytes 195584 bits 1115498 bpb 5.7034 window_bpb 6.1211 elapsed 264.8s
step 196608 bytes 196608 bits 1121903 bpb 5.7063 window_bpb 6.2549 elapsed 266.2s
step 197632 bytes 197632 bits 1128040 bpb 5.7078 window_bpb 5.9932 elapsed 267.5s
step 198656 bytes 198656 bits 1134121 bpb 5.7090 window_bpb 5.9385 elapsed 268.9s
step 199680 bytes 199680 bits 1139643 bpb 5.7073 window_bpb 5.3926 elapsed 270.3s
step 200704 bytes 200704 bits 1146128 bpb 5.7105 window_bpb 6.3330 elapsed 271.7s
step 201728 bytes 201728 bits 1152234 bpb 5.7118 window_bpb 5.9629 elapsed 273.0s
step 202752 bytes 202752 bits 1158496 bpb 5.7139 window_bpb 6.1152 elapsed 274.4s
step 203776 bytes 203776 bits 1165185 bpb 5.7180 window_bpb 6.5322 elapsed 275.8s
step 204800 bytes 204800 bits 1171625 bpb 5.7208 window_bpb 6.2891 elapsed 277.2s
step 205824 bytes 205824 bits 1177707 bpb 5.7219 window_bpb 5.9395 elapsed 278.6s
step 206848 bytes 206848 bits 1183617 bpb 5.7222 window_bpb 5.7715 elapsed 280.0s
step 207872 bytes 207872 bits 1189940 bpb 5.7244 window_bpb 6.1748 elapsed 281.3s
step 208896 bytes 208896 bits 1196391 bpb 5.7272 window_bpb 6.2998 elapsed 282.7s
step 209920 bytes 209920 bits 1203048 bpb 5.7310 window_bpb 6.5010 elapsed 284.1s
step 210944 bytes 210944 bits 1209472 bpb 5.7336 window_bpb 6.2734 elapsed 285.5s
step 211968 bytes 211968 bits 1215573 bpb 5.7347 window_bpb 5.9580 elapsed 286.9s
step 212992 bytes 212992 bits 1221508 bpb 5.7350 window_bpb 5.7959 elapsed 288.2s
step 214016 bytes 214016 bits 1227704 bpb 5.7365 window_bpb 6.0508 elapsed 289.6s
step 215040 bytes 215040 bits 1233719 bpb 5.7372 window_bpb 5.8740 elapsed 291.0s
step 216064 bytes 216064 bits 1239718 bpb 5.7377 window_bpb 5.8584 elapsed 292.4s
step 217088 bytes 217088 bits 1245536 bpb 5.7375 window_bpb 5.6816 elapsed 293.8s
step 218112 bytes 218112 bits 1251278 bpb 5.7369 window_bpb 5.6074 elapsed 295.1s
step 219136 bytes 219136 bits 1257231 bpb 5.7372 window_bpb 5.8135 elapsed 296.5s
step 220160 bytes 220160 bits 1263093 bpb 5.7372 window_bpb 5.7246 elapsed 297.9s
step 221184 bytes 221184 bits 1269051 bpb 5.7375 window_bpb 5.8184 elapsed 299.3s
step 222208 bytes 222208 bits 1274936 bpb 5.7376 window_bpb 5.7471 elapsed 300.6s
step 223232 bytes 223232 bits 1280771 bpb 5.7374 window_bpb 5.6982 elapsed 302.0s
step 224256 bytes 224256 bits 1286662 bpb 5.7375 window_bpb 5.7529 elapsed 303.4s
step 225280 bytes 225280 bits 1292513 bpb 5.7374 window_bpb 5.7139 elapsed 304.8s
step 226304 bytes 226304 bits 1298266 bpb 5.7368 window_bpb 5.6182 elapsed 306.1s
step 227328 bytes 227328 bits 1304126 bpb 5.7368 window_bpb 5.7227 elapsed 307.5s
step 228352 bytes 228352 bits 1309953 bpb 5.7366 window_bpb 5.6904 elapsed 308.9s
step 229376 bytes 229376 bits 1315681 bpb 5.7359 window_bpb 5.5938 elapsed 310.3s
step 230400 bytes 230400 bits 1321505 bpb 5.7357 window_bpb 5.6875 elapsed 311.6s
step 231424 bytes 231424 bits 1327318 bpb 5.7354 window_bpb 5.6768 elapsed 313.0s
step 232448 bytes 232448 bits 1333253 bpb 5.7357 window_bpb 5.7959 elapsed 314.4s
step 233472 bytes 233472 bits 1339248 bpb 5.7362 window_bpb 5.8545 elapsed 315.8s
step 234496 bytes 234496 bits 1345098 bpb 5.7361 window_bpb 5.7129 elapsed 317.1s
step 235520 bytes 235520 bits 1351049 bpb 5.7365 window_bpb 5.8115 elapsed 318.5s
step 236544 bytes 236544 bits 1357071 bpb 5.7371 window_bpb 5.8809 elapsed 319.9s
step 237568 bytes 237568 bits 1362879 bpb 5.7368 window_bpb 5.6719 elapsed 321.3s
step 238592 bytes 238592 bits 1368803 bpb 5.7370 window_bpb 5.7852 elapsed 322.6s
step 239616 bytes 239616 bits 1374593 bpb 5.7366 window_bpb 5.6543 elapsed 324.0s
step 240640 bytes 240640 bits 1380339 bpb 5.7361 window_bpb 5.6113 elapsed 325.4s
step 241664 bytes 241664 bits 1386243 bpb 5.7362 window_bpb 5.7656 elapsed 326.8s
step 242688 bytes 242688 bits 1391921 bpb 5.7354 window_bpb 5.5449 elapsed 328.1s
step 243712 bytes 243712 bits 1397686 bpb 5.7350 window_bpb 5.6299 elapsed 329.5s
step 244736 bytes 244736 bits 1403497 bpb 5.7347 window_bpb 5.6748 elapsed 330.9s
step 245760 bytes 245760 bits 1409421 bpb 5.7349 window_bpb 5.7852 elapsed 332.3s
step 246784 bytes 246784 bits 1415407 bpb 5.7354 window_bpb 5.8457 elapsed 333.6s
step 247808 bytes 247808 bits 1421312 bpb 5.7355 window_bpb 5.7666 elapsed 335.0s
step 248832 bytes 248832 bits 1427221 bpb 5.7357 window_bpb 5.7705 elapsed 336.4s
step 249856 bytes 249856 bits 1433005 bpb 5.7353 window_bpb 5.6484 elapsed 337.8s
step 250880 bytes 250880 bits 1438742 bpb 5.7348 window_bpb 5.6025 elapsed 339.1s
step 251904 bytes 251904 bits 1444397 bpb 5.7339 window_bpb 5.5225 elapsed 340.5s
step 252928 bytes 252928 bits 1450253 bpb 5.7339 window_bpb 5.7188 elapsed 341.9s
step 253952 bytes 253952 bits 1455876 bpb 5.7329 window_bpb 5.4912 elapsed 343.3s
step 254976 bytes 254976 bits 1461532 bpb 5.7320 window_bpb 5.5234 elapsed 344.7s
step 256000 bytes 256000 bits 1467306 bpb 5.7317 window_bpb 5.6387 elapsed 346.0s
step 257024 bytes 257024 bits 1473088 bpb 5.7313 window_bpb 5.6465 elapsed 347.4s
step 258048 bytes 258048 bits 1478970 bpb 5.7314 window_bpb 5.7441 elapsed 348.8s
step 259072 bytes 259072 bits 1484874 bpb 5.7315 window_bpb 5.7656 elapsed 350.2s
step 260096 bytes 260096 bits 1490643 bpb 5.7311 window_bpb 5.6338 elapsed 351.5s
step 261120 bytes 261120 bits 1496496 bpb 5.7311 window_bpb 5.7158 elapsed 352.9s
step 262144 bytes 262144 bits 1502234 bpb 5.7306 window_bpb 5.6035 elapsed 354.3s
step 263168 bytes 263168 bits 1508207 bpb 5.7310 window_bpb 5.8330 elapsed 355.7s
step 264192 bytes 264192 bits 1514200 bpb 5.7314 window_bpb 5.8525 elapsed 357.0s
step 265216 bytes 265216 bits 1520146 bpb 5.7317 window_bpb 5.8066 elapsed 358.4s
step 266240 bytes 266240 bits 1525938 bpb 5.7314 window_bpb 5.6562 elapsed 359.8s
step 267264 bytes 267264 bits 1531751 bpb 5.7312 window_bpb 5.6768 elapsed 361.2s
step 268288 bytes 268288 bits 1537714 bpb 5.7316 window_bpb 5.8232 elapsed 362.5s
step 269312 bytes 269312 bits 1543504 bpb 5.7313 window_bpb 5.6543 elapsed 363.9s
step 270336 bytes 270336 bits 1549293 bpb 5.7310 window_bpb 5.6533 elapsed 365.3s
step 271360 bytes 271360 bits 1555378 bpb 5.7318 window_bpb 5.9424 elapsed 366.6s
step 272384 bytes 272384 bits 1561153 bpb 5.7314 window_bpb 5.6396 elapsed 368.0s
step 273408 bytes 273408 bits 1567169 bpb 5.7320 window_bpb 5.8750 elapsed 369.4s
step 274432 bytes 274432 bits 1572997 bpb 5.7318 window_bpb 5.6914 elapsed 370.7s
step 275456 bytes 275456 bits 1578924 bpb 5.7320 window_bpb 5.7881 elapsed 372.1s
step 276480 bytes 276480 bits 1584832 bpb 5.7322 window_bpb 5.7695 elapsed 373.5s
step 277504 bytes 277504 bits 1590689 bpb 5.7321 window_bpb 5.7197 elapsed 374.9s
step 278528 bytes 278528 bits 1596519 bpb 5.7320 window_bpb 5.6934 elapsed 376.3s
step 279552 bytes 279552 bits 1602428 bpb 5.7321 window_bpb 5.7705 elapsed 377.6s
step 280576 bytes 280576 bits 1608281 bpb 5.7321 window_bpb 5.7158 elapsed 379.0s
step 281600 bytes 281600 bits 1614336 bpb 5.7327 window_bpb 5.9131 elapsed 380.4s
step 282624 bytes 282624 bits 1620368 bpb 5.7333 window_bpb 5.8906 elapsed 381.7s
step 283648 bytes 283648 bits 1626259 bpb 5.7334 window_bpb 5.7529 elapsed 383.1s
